task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
56	78/d43c84	4718628	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:39.332	21m 59s	5m	1566.3%	8.7 GB	30.2 GB	12.4 GB	7.1 GB
37	68/5a01a7	4718629	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:40.039	22m 28s	5m 5s	1556.5%	8.7 GB	30.2 GB	12.4 GB	7.1 GB
49	5b/be3dc0	4718632	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:41.880	24m 31s	4m 16s	1532.7%	8.7 GB	30.6 GB	10 GB	4.7 GB
21	fd/7ce694	4718631	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:41.264	25m 32s	4m 56s	1567.1%	8.7 GB	30.4 GB	12.4 GB	7.2 GB
46	e3/dcda90	4718633	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:42.542	25m 31s	4m 48s	1562.7%	8.6 GB	30.4 GB	12.4 GB	7.1 GB
34	52/4978c7	4718637	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:44.239	25m 29s	2m 18s	1503.5%	8.6 GB	30 GB	8.5 GB	3.2 GB
47	28/337ce7	4718634	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:43.039	25m 55s	5m	1559.2%	8.6 GB	30.2 GB	12.4 GB	7.1 GB
7	4b/f25418	4718636	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:43.919	26m 34s	4m 51s	1565.2%	8.7 GB	30.4 GB	12.4 GB	7.1 GB
10	15/0db62e	4718635	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:43.584	27m 35s	6m 24s	1562.3%	8.7 GB	30.4 GB	12.4 GB	7.2 GB
86	8d/508cf3	4718639	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:44.832	27m 38s	2m 18s	1466.1%	8.7 GB	29.9 GB	8.3 GB	3 GB
87	26/6f2c81	4718642	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:45.936	27m 37s	1m 26s	1375.2%	8.6 GB	30.2 GB	7.1 GB	1.8 GB
30	ef/e265bf	4718643	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:46.309	28m 42s	1m 39s	1434.1%	8.6 GB	30 GB	7.4 GB	2.2 GB
90	f1/4424d1	4718644	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:46.614	29m 47s	3m 3s	1514.7%	8.7 GB	30.4 GB	9.5 GB	4.3 GB
17	82/ceb83c	4718638	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:44.570	30m 39s	6m 3s	1567.5%	8.7 GB	30.9 GB	12.4 GB	7.1 GB
42	ee/fdc1d7	4718640	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:45.065	30m 43s	5m	1564.9%	8.7 GB	30.4 GB	12.4 GB	7.2 GB
8	ff/cde9ef	4718641	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:45.452	30m 43s	4m 54s	1564.4%	8.6 GB	30.2 GB	12.4 GB	7.1 GB
39	d0/4f33a6	4718648	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:47.842	31m 50s	1m 41s	1431.3%	8.6 GB	30.1 GB	7.4 GB	2.2 GB
29	66/d73fa5	4718645	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:46.929	32m 51s	5m 9s	1558.4%	8.8 GB	30.8 GB	12.4 GB	7.1 GB
41	8b/d8a41a	4718647	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:47.524	32m 51s	4m 48s	1565.7%	8.6 GB	30.1 GB	12.3 GB	7.1 GB
4	b4/e22aa0	4718646	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:47.241	33m 51s	6m 6s	1563.4%	8.7 GB	30.2 GB	12.4 GB	7.2 GB
24	d1/63ee09	4718649	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:48.091	35m 20s	4m 53s	1563.2%	8.6 GB	30.3 GB	12.4 GB	7.1 GB
1	34/9c2c63	4718650	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:48.407	35m 50s	4m 59s	1565.5%	8.7 GB	30.1 GB	12.4 GB	7.1 GB
97	42/862d88	4718651	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:48.710	36m 49s	5m 45s	1564.4%	8.7 GB	30.9 GB	12.4 GB	7.1 GB
12	8e/8279eb	4718652	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:48.949	36m 49s	5m 4s	1562.1%	8.7 GB	30.2 GB	12.4 GB	7.2 GB
44	47/aded6a	4718653	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:49.210	37m 49s	5m 13s	1561.0%	8.7 GB	30.2 GB	12.4 GB	7.2 GB
26	12/577345	4718654	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:49.415	38m 49s	5m 8s	1569.3%	8.8 GB	30.7 GB	12.4 GB	7.2 GB
63	b9/c56aef	4718655	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:49.674	39m 48s	5m 52s	1561.5%	8.7 GB	30.4 GB	12.4 GB	7.2 GB
102	1b/ee8b4c	4718656	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:49.912	39m 48s	4m 42s	1563.6%	8.6 GB	30.3 GB	12.4 GB	7.1 GB
50	4d/d9303d	4718657	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:50.184	40m 48s	5m 1s	1567.5%	8.7 GB	30 GB	12.4 GB	7.1 GB
51	b6/33a4e4	4718658	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:50.462	41m 8s	4m 49s	1555.8%	8.7 GB	30.9 GB	12.4 GB	7.1 GB
52	d0/f77a30	4718659	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:50.797	41m 47s	4m 57s	1565.2%	8.7 GB	29.9 GB	12.4 GB	7.1 GB
74	ff/4dafce	4718664	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:52.059	42m 16s	2m 18s	1362.2%	8.7 GB	30.9 GB	8.3 GB	3.1 GB
67	66/c696fe	4718660	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:51.039	42m 47s	5m 5s	1560.4%	8.7 GB	30 GB	12.4 GB	7.2 GB
53	55/00249f	4718661	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:51.285	43m 17s	5m 1s	1562.3%	8.7 GB	30.2 GB	12.4 GB	7.2 GB
75	ff/df50c7	4718669	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:53.714	44m 19s	1m 57s	1473.0%	8.6 GB	30.8 GB	8 GB	2.7 GB
106	68/bff18d	4718663	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:51.784	44m 46s	4m 50s	1563.8%	8.7 GB	30.4 GB	12.4 GB	7.2 GB
70	28/0303ee	4718665	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:52.415	45m 21s	4m 53s	1565.6%	8.6 GB	30.2 GB	12.4 GB	7.1 GB
54	28/64c38a	4718662	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:51.546	45m 47s	6m	1552.1%	8.7 GB	30.3 GB	12.5 GB	7.2 GB
57	b9/d6ed69	4718666	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:52.728	46m 45s	5m 30s	1560.2%	8.7 GB	30.7 GB	12.4 GB	7.1 GB
55	b3/476a55	4718667	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:52.996	46m 45s	4m 58s	1564.2%	8.7 GB	30.4 GB	12.4 GB	7.2 GB
112	26/1e0156	4718670	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:53.958	47m 24s	4m 54s	1554.9%	8.6 GB	30 GB	12.4 GB	7.1 GB
58	83/c919da	4718671	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:54.559	48m 24s	5m	1567.8%	8.7 GB	30 GB	12.4 GB	7.1 GB
88	0a/0aca24	4718675	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:56.230	48m 22s	2m 9s	1487.7%	8.6 GB	30.3 GB	7.8 GB	2.6 GB
95	4d/58d11c	4718676	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:56.493	48m 22s	1m 9s	1387.4%	8.6 GB	29.9 GB	6.7 GB	1.5 GB
78	ff/43c96e	4718672	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:55.127	49m 28s	4m 58s	1556.7%	8.7 GB	30.6 GB	12.4 GB	7.2 GB
59	33/03cc54	4718673	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:55.467	49m 28s	4m 50s	1565.3%	8.7 GB	30.4 GB	12.4 GB	7.2 GB
60	86/402d72	4718674	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:55.734	50m 32s	5m 3s	1562.9%	8.6 GB	30.3 GB	12.4 GB	7.1 GB
123	f8/d0a009	4718679	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:57.421	50m 31s	1m 57s	1472.6%	8.7 GB	30 GB	7.8 GB	2.5 GB
61	d5/c79f03	4718677	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:56.750	52m 36s	6m	1559.7%	8.7 GB	30.9 GB	12.4 GB	7.1 GB
94	e8/6014bd	4718678	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:57.050	52m 36s	5m 5s	1559.4%	8.7 GB	30.2 GB	12.4 GB	7.2 GB
62	49/64325b	4718680	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:57.687	53m 41s	5m 28s	1554.0%	8.7 GB	30.4 GB	11.8 GB	6.6 GB
65	f7/a0070f	4718681	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:57.960	53m 40s	4m 56s	1568.7%	8.7 GB	30.4 GB	12.4 GB	7.2 GB
64	6b/77b9ff	4718682	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:58.310	53m 40s	4m 30s	1558.6%	8.6 GB	31 GB	12.4 GB	7.2 GB
72	e2/b5f050	4718687	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:59.936	53m 39s	1m 3s	1277.3%	7.7 GB	30.7 GB	6.2 GB	1018.7 MB
66	be/85a742	4718683	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:58.715	54m 44s	4m 49s	1564.1%	8.7 GB	30.4 GB	12.4 GB	7.2 GB
68	b2/f28abf	4718684	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:59.162	54m 44s	4m 49s	1565.1%	8.6 GB	30.2 GB	12.3 GB	7.1 GB
69	4f/fa591e	4718685	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:59.435	55m 49s	5m 8s	1564.0%	8.7 GB	30.2 GB	12.4 GB	7.1 GB
76	41/b2e481	4718689	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:07:00.485	56m 53s	3m 15s	1523.6%	8.6 GB	30.3 GB	9.2 GB	4 GB
71	3a/ea86e3	4718686	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:06:59.695	57m 54s	4m 49s	1555.5%	8.6 GB	30.1 GB	12.4 GB	7.1 GB
108	e2/f86ac5	4718692	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:07:01.430	57m 52s	3m 13s	1527.7%	8.6 GB	30.3 GB	10.1 GB	4.8 GB
73	88/433572	4718688	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:07:00.220	58m 58s	4m 59s	1565.1%	8.6 GB	30.2 GB	12.3 GB	7.1 GB
77	f2/38d7e3	4718690	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:07:00.869	58m 57s	4m 39s	1561.5%	8.7 GB	31.1 GB	12.4 GB	7.2 GB
79	cd/e40a7b	4718691	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:07:01.156	58m 57s	4m 40s	1535.9%	8.7 GB	30.9 GB	10.7 GB	5.4 GB
110	4f/542f3c	4718693	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:07:01.713	1h 2s	5m 7s	1566.0%	8.7 GB	30 GB	12.4 GB	7.1 GB
80	08/0a028c	4718694	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:07:02.071	1h 1m 6s	5m 11s	1565.6%	8.7 GB	30.3 GB	12.4 GB	7.1 GB
141	2c/3daa70	4718695	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:07:02.337	1h 2m 11s	5m 35s	1559.5%	8.6 GB	30 GB	12.3 GB	7.1 GB
109	b5/972b58	4718696	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:07:02.617	1h 3m 16s	5m 1s	1559.8%	8.7 GB	30 GB	12.4 GB	7.1 GB
81	74/b31e5f	4718697	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:07:02.848	1h 3m 15s	5m	1566.9%	8.7 GB	29.9 GB	12.4 GB	7.1 GB
82	1f/8a9a24	4718698	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:07:03.167	1h 3m 15s	5m 5s	1566.7%	8.7 GB	30.4 GB	12.4 GB	7.2 GB
83	b7/7cff51	4718699	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:07:03.503	1h 3m 15s	4m 55s	1563.5%	8.7 GB	30.9 GB	12.4 GB	7.1 GB
115	b7/04fc43	4718701	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:07:04.061	1h 4m 59s	4m 44s	1561.7%	8.6 GB	30.2 GB	12.4 GB	7.1 GB
85	88/e409a4	4718702	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:07:04.306	1h 6m 4s	5m 6s	1566.1%	8.7 GB	30 GB	12.4 GB	7.1 GB
146	52/2ba8e4	4718700	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:07:03.773	1h 6m 20s	7m 20s	1562.0%	8.6 GB	30.4 GB	12.4 GB	7.1 GB
84	1e/7bcef8	4718705	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:10:38.359	1h 3m 45s	4m 59s	1544.3%	8.6 GB	30.2 GB	12.3 GB	7 GB
113	7c/aaf53e	4718706	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:12:38.402	1h 2m 35s	5m 1s	1555.9%	8.7 GB	30.4 GB	12.4 GB	7.2 GB
89	08/61e63d	4718707	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:12:38.840	1h 2m 34s	5m 4s	1563.5%	8.7 GB	30.2 GB	12.4 GB	7.1 GB
114	da/3d158d	4718708	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:12:39.248	1h 2m 34s	4m 59s	1567.7%	8.7 GB	30.4 GB	12.4 GB	7.2 GB
91	cb/d191bd	4718709	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:12:39.579	1h 2m 34s	4m 32s	1557.8%	8.6 GB	30.7 GB	12.4 GB	7.1 GB
93	d5/090bcd	4718711	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:15:13.406	1h 1m 10s	4m 44s	1563.8%	8.6 GB	30.4 GB	12.4 GB	7.1 GB
92	85/065d4d	4718712	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:15:38.374	1h 2m 25s	5m 1s	1567.8%	8.7 GB	30.2 GB	12.4 GB	7.2 GB
157	38/4995a3	4718715	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:17:38.740	1h 1m 30s	4m 44s	1555.8%	8.6 GB	30.2 GB	12.4 GB	7.1 GB
99	5c/fb21f5	4718717	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:17:39.570	1h 1m 29s	3m 50s	1541.0%	8.6 GB	30.8 GB	11.2 GB	6 GB
98	f9/61d940	4718714	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:17:38.385	1h 1m 45s	5m 4s	1558.2%	8.7 GB	30.4 GB	12.5 GB	7.2 GB
96	3d/9dc988	4718713	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:16:13.456	1h 3m 55s	7m 20s	1557.1%	8.7 GB	31.1 GB	12.4 GB	7.2 GB
100	ad/9b414c	4718716	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:17:39.173	1h 2m 29s	4m 50s	1562.1%	8.7 GB	30 GB	12.4 GB	7.1 GB
126	93/ce8b80	4718721	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:21:53.522	58m 15s	2m 24s	1519.8%	8.7 GB	30.2 GB	8.5 GB	3.2 GB
161	ef/ea6be9	4718718	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:17:48.404	1h 3m 25s	5m 7s	1566.1%	8.6 GB	30.2 GB	12.4 GB	7.1 GB
101	ad/81f840	4718720	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:20:38.416	1h 35s	4m 51s	1564.5%	8.6 GB	30.3 GB	12.4 GB	7.1 GB
103	6d/e34369	4718722	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:21:54.092	1h 2m 24s	4m 49s	1532.6%	8.7 GB	30.8 GB	12.4 GB	7.1 GB
164	82/397d9e	4718723	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:22:23.571	1h 2m	4m 41s	1552.9%	8.7 GB	30.4 GB	12.4 GB	7.1 GB
165	74/7d0af8	4718724	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:22:38.544	1h 1m 45s	5m 3s	1557.8%	8.7 GB	30.2 GB	12.5 GB	7.2 GB
104	91/a59af3	4718725	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:22:38.845	1h 1m 45s	4m 49s	1564.9%	8.7 GB	30.2 GB	12.4 GB	7.1 GB
162	0a/e86c27	4718726	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:23:38.551	1h 1m 50s	5m 12s	1568.1%	8.7 GB	30.3 GB	12.5 GB	7.2 GB
167	4b/fbd083	4718729	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:25:38.507	1h 30s	5m 10s	1565.4%	8.7 GB	30.1 GB	12.4 GB	7.2 GB
133	85/c0fea7	4718730	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:26:58.630	59m 10s	4m 43s	1562.5%	8.6 GB	30.4 GB	12.4 GB	7.2 GB
105	43/9a9135	4718727	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:24:03.355	1h 3m 5s	6m 56s	1550.3%	8.7 GB	30.9 GB	12.4 GB	7.2 GB
166	49/50cdcf	4718731	preprocessing_mapping:samToFastqBwaMem (NA12878)	COMPLETED	0	2023-06-28 16:26:59.050	1h 2m 14s	4m 44s	1558.6%	8.7 GB	30.8 GB	12.4 GB	7.1 GB
