chr	start	end	avg_mapq	r0_rate	rdv	rstd	r0r_rate	depth_mean	r0r_depth_mean	depth_cv
chrX	232354	233354	0.015706806282722512	0.9947643979057592	251.49781854900172	15.858682749490946	0.006318469021319151	22.632716049382715	1.904109589041096	0.7006972877178599
chrX	233355	234355	0.01818181818181818	0.996969696969697	1115.2865636147444	33.395906390076384	0.011079796640141467	43.03448275862069	1.3827586206896552	0.7760266709232493
chrX	234356	235356	0.0	1.0	588.4345987629272	24.257670926181827	0.00155688127746931	72.65365365365365	1.0462962962962963	0.33388095032109844
chrX	235357	236357	0.27973568281938327	0.9845814977973568	1264.2911391892603	35.55687189825984	0.011160472423881244	55.70824949698189	1.511002444987775	0.6382694164566454
chrX	236358	237358	0.4611872146118721	0.9840182648401826	1506.7713176590628	38.81715236411686	0.017235239655295206	56.788675429727	1.6462585034013606	0.6835368507960895
chrX	237359	238359	6.705882352941177	0.6470588235294118	6.002417374642312	2.449983137624076	0.02355527638190955	4.01007556675063	1.0869565217391304	0.6109568502743455
chrX	238360	239360	10.846975088967971	0.29537366548042704	646.7933239999999	25.43213172347139	0.19429083056828356	37.974	7.559426229508197	0.6697248570988411
chrX	239361	240361	14.048736462093864	0.29783393501805056	1776.9307985706575	42.153657001150656	0.21688590265291316	65.16135662898253	14.474736842105264	0.6469118996580484
chrX	240362	241362	13.511283043197936	0.3597678916827853	7917.321099999999	88.97932962210942	0.2667071334919633	205.93	54.923	0.4320853184194115
chrX	241363	242363	12.49240121580547	0.33586626139817627	1681.5863160000001	41.00714957175151	0.1889954581208292	78.822	15.170061099796333	0.5202500516575513
chrX	242364	243364	13.531584062196307	0.3216715257531584	4300.387758999999	65.57734181102494	0.171883934251959	124.171	21.80081716036772	0.5281212345155063
chrX	243365	244365	9.691780821917808	0.4573820395738204	7520.313984000001	86.719743911061	0.181075291722881	168.996	30.601	0.5131467248400021
chrX	244366	245366	7.141379310344828	0.6103448275862069	813.5270790000002	28.522396094998754	0.3516878721025114	33.089	12.56695464362851	0.8619902715403535
chrX	245367	246367	12.373762376237623	0.34529702970297027	3955.6197749999997	62.89371808853409	0.13877072517166303	89.565	12.721596724667348	0.7022131199523708
chrX	246368	247368	12.378571428571428	0.3255952380952381	18166.342	134.7825730574988	0.15768804799261651	216.7	34.171	0.6219777252307283
chrX	247369	248369	11.612188365650969	0.37119113573407203	615.1720873402834	24.80266290825006	0.13727089530755207	42.92893923789907	6.074309978768578	0.577760907876183
chrX	248370	249370	5.8763297872340425	0.675531914893617	2451.034524	49.50792385063224	0.18035300868670479	101.074	18.77342945417096	0.48981858688319685
chrX	249371	250371	3.4386381631037213	0.6603325415676959	24166.529351	155.4558758973105	0.37084444663459465	162.343	71.16312056737588	0.9575767104051947
chrX	250372	251372	26.5637707948244	0.3721503388786198	19318.119116	138.98963672159158	0.22787368716708964	199.378	61.56233062330623	0.6971162150367222
chrX	251373	252117	58.35981308411215	0.0033377837116154874	713.5047097207768	26.71150893754931	0.0	247.31854838709677	nan	0.10800447079990591
chrX	254507	255507	58.797254487856385	0.005279831045406547	638.2747749999999	25.264100518324412	0.00039704929680479804	239.265	1.0	0.10559045626533096
chrX	255508	256508	56.933304080737166	0.010969723562966213	1093.561271	33.069037950929264	0.0012658993041109725	281.223	1.3185185185185184	0.11759009025196823
chrX	256509	257509	56.72291562656016	0.009485771342985522	995.627775	31.553569924811995	0.0021180647662578816	245.035	1.5871559633027523	0.1287716853707103
chrX	257510	257601	59.01294498381877	0.009708737864077669	103.80799420359861	10.188620819502441	0.007516521212732684	217.83516483516485	1.6373626373626373	0.046772158329956216
chrX	258911	259911	38.88315789473684	0.24	3462.552199	58.84345502262762	0.14410343402089779	70.151	11.740998838559815	0.8388113501251248
chrX	259912	260912	58.61210156672069	0.010804970286331712	695.566679	26.373598142839743	0.002316507634841326	228.361	1.8241379310344827	0.11549081560704211
chrX	260913	260971	59.59206798866855	0.0056657223796034	55.314209274673004	7.437352302713178	0.0020512141864619865	260.5689655172414	1.0	0.028542740260528304
chrX	262385	263385	59.48780487804878	0.005562687205819427	2354.8210790000003	48.5264987300753	0.0004986055664325436	300.839	1.1029411764705883	0.1613038825753154
chrX	263386	264386	59.06939123031077	0.007662835249042145	1584.555975	39.806481570216675	0.0019001980066224063	300.495	2.4506437768240343	0.13246969690083588
chrX	264387	265387	59.57269279393173	0.0029498525073746312	971.155264	31.163364131620963	0.0010512474803433408	299.644	1.0128617363344052	0.10400129530917009
chrX	265388	266388	58.141447368421055	0.01206140350877193	436.52487099999996	20.89317761854333	0.0063179143018180384	228.873	4.107954545454546	0.09128721001840903
chrX	266389	267389	59.015715034049244	0.0041906757464641176	765.2339000000001	27.662861384896537	0.0006274754127542165	224.71	1.3823529411764706	0.12310471890390519
chrX	267390	268390	18.136081918620317	0.33036917272972244	1333368.2208959998	1154.7156450382058	0.20207435701260376	695.348	433.679012345679	1.6606298501443966
chrX	268391	269391	5.847142151210674	0.4465821116784714	5570517.480775	2360.194373515664	0.32747502562002095	3039.615	995.398	0.7764780649903571
chrX	269392	270392	5.2896200456647735	0.5192904396698086	3393583.361516	1842.168114346788	0.35927626525897743	2028.478	728.784	0.9081528684791197
chrX	270393	271393	31.649335418295543	0.2232212666145426	33650.601083371876	183.44100164186816	0.14239132324057496	299.0280665280665	71.11284722222223	0.6134574716405443
chrX	271394	272394	8.493027071369976	0.37715340442986056	128887.604796	359.00919876237157	0.2624395211860949	661.802	173.683	0.5424722179177028
chrX	272395	273395	5.682111436950146	0.4950146627565982	11200.635823999999	105.83305638598934	0.33405488767907243	215.276	71.914	0.4916156765546988
chrX	273396	274396	6.069552874378992	0.48119233498935415	30590.449184000005	174.90125552436726	0.3818495337846468	187.896	71.748	0.9308407604439013
chrX	274397	275323	21.9117915904936	0.25914076782449724	23916.048357038562	154.64814372322274	0.20123812724410564	305.2753779697624	84.65327380952381	0.506585708784351
chrX	277197	278197	34.62099125364431	0.16909620991253643	4728.758544571903	68.76596937855165	0.1376715810879512	93.27186512118018	12.950053134962806	0.7372637964214598
chrX	278198	279198	57.95679012345679	0.008024691358024692	409.6764	20.240464421549223	0.0010254665629860031	205.76	2.2934782608695654	0.09836928665216381
chrX	279199	280199	59.17287381878822	0.007782101167315175	570.579375	23.886803365038194	0.0011685293792187672	225.925	1.1629955947136563	0.10572890722601834
chrX	280200	281200	25.41892832289492	0.2720946416144746	3334.257024	57.74302576069252	0.1743869446082342	115.324	21.836047774158523	0.5007025923545187
chrX	281201	282201	59.12952488687783	0.007918552036199095	1573.280704	39.664602657785444	0.000796292319805311	223.536	1.0	0.17744167676698808
chrX	282202	283202	58.00374006545115	0.016830294530154277	2078.5959	45.59162094069479	0.004031749564185305	269.61	3.5639344262295083	0.16910211394493818
chrX	283203	283889	58.454995054401586	0.011869436201780416	834.7618169300207	28.892244927143004	0.002663210411377235	164.2069970845481	1.1857707509881423	0.17595014487882482
chrX	286068	286112	57.5	0.041666666666666664	29.537190082644624	5.4348127918673175	0.052374301675977654	292.90909090909093	15.69767441860465	0.01855460605541294
chrX	287345	288345	56.641701340730464	0.027739251040221916	1355.788519	36.821033649260855	0.021097422085702946	269.559	20.605072463768117	0.13659730763677286
chrX	288346	289346	59.34386328327292	0.0031071983428275505	778.5411510000001	27.902350277351193	0.00045687096893689004	242.957	1.0	0.11484480907054002
chrX	289347	290347	58.59688195991091	0.007238307349665924	427.917375	20.686163854132065	0.0018467015240849927	224.725	1.3132911392405062	0.09205101281180138
chrX	290348	291348	58.35559796437659	0.011450381679389313	3491.734711	59.09090210006952	0.001530745013598118	195.983	1.408450704225352	0.3015103457956533
chrX	291349	292349	58.589086859688194	0.010579064587973273	708.5636759999998	26.618859404565022	0.0021807923236110208	215.518	1.0930232558139534	0.12351107287820517
chrX	292350	293350	59.223131478450625	0.009274413529732678	914.6246390000001	30.242761762114256	0.0034759091756200945	230.731	3.341666666666667	0.13107368217584225
chrX	293351	294351	59.280800821355236	0.00513347022587269	297.220751	17.240091386068695	0.0017092129851118553	244.557	1.6328125	0.07049518675020014
chrX	294352	295352	59.39815668202765	0.003686635944700461	543.3029909999999	23.30886078297264	0.0008021669298589553	277.997	1.252808988764045	0.08384572777034514
chrX	295353	296353	59.00813008130081	0.008581752484191508	231.30913600000002	15.208850581158329	0.002696266485226631	276.308	1.6666666666666667	0.05504310617556614
chrX	296354	297354	38.46792130025663	0.12061591103507271	18727.465871000004	136.84833163396624	0.08927769832238937	287.373	44.08247422680412	0.47620455517382027
chrX	297355	298355	6.302601991647928	0.5753292643752008	35393.7515	188.13227128804883	0.5211050425504891	393.65	205.133	0.4779176204446814
chrX	298356	299356	27.599114064230342	0.3492063492063492	39817.587664000006	199.5434480608171	0.32332809694793535	338.656	202.3974121996303	0.5892216528300609
chrX	299357	300357	58.33930254476908	0.01885014137606032	242.982199	15.587886290321725	0.0012548014382250123	260.599	1.4931506849315068	0.05981560286233533
chrX	300358	301358	59.65449566408033	0.003194888178913738	548.7418789999999	23.425240212215538	0.0004176252245635636	277.761	1.5675675675675675	0.08433595865587874
chrX	301359	301378	59.806451612903224	0.0032258064516129032	3.6731301939058176	1.9165412058982236	0.003595760787282362	278.10526315789474	1.0	0.006891423715379683
chrX	302395	303395	59.4722850678733	0.004524886877828055	293.0995	17.120148947950188	0.0005517845412743596	228.35	1.0	0.07497328201423337
chrX	303396	304396	59.4273919378339	0.0029140359397765905	901.064716	30.01774002152727	0.0008452500787619391	260.278	1.0	0.11532953235205153
chrX	304397	305397	59.28435782108946	0.0074962518740629685	603.2130389999999	24.560395741925657	0.0006817674232717783	255.219	1.2428571428571429	0.09623263057188398
chrX	305398	306398	56.57523968320133	0.010421008753647354	1028.4389749999998	32.06928398015771	0.0036577508301805744	302.645	2.623222748815166	0.1059633695589146
chrX	306399	307006	51.78151739874501	0.018824871648602397	398.70496595186853	19.967597901396864	0.009949841630483966	342.24382207578253	4.342436974789916	0.05834319456897448
chrX	308569	309569	59.07003444316877	0.005166475315729047	557.223039	23.605572202342394	0.0004448955190679439	215.781	1.0	0.10939597185267652
chrX	309570	310570	35.986097794822626	0.06279961649089166	340.36251100000004	18.448916255433545	0.05529048878825337	259.683	15.691803278688525	0.0710439892308451
chrX	310571	310769	45.115689381933436	0.02377179080824089	258.41097847158454	16.075166514583437	0.015804485426271782	258.52525252525254	4.085858585858586	0.062180256503233576
chrX	313660	314660	56.96890672016048	0.00802407221664995	1484.9353109999997	38.5348583882178	0.0009654801901373085	256.867	1.0782608695652174	0.150018719369237
chrX	314661	315661	36.19293340111845	0.12887646161667515	301345.340639	548.9493060738852	0.02393165962521374	431.019	67.86184210526316	1.273608138095734
chrX	315662	316379	14.689095550692924	0.37199124726477023	235472.04375506964	485.25461744847894	0.0989467708745147	687.928870292887	74.62538226299694	0.7053848710287167
chrX	317623	318377	55.54113557358053	0.04287369640787949	928.9813707969522	30.47919570456137	0.011995172674411518	108.79708222811671	6.929577464788732	0.2801471793209961
chrX	320984	321984	25.12597503900156	0.3611544461778471	13135.568839	114.6105092868887	0.3156824022522975	268.881	87.86853002070393	0.426249936912198
chrX	321985	322985	30.872031022782355	0.21619001454192924	4704.455824	68.58903574187349	0.14507367632367632	224.224	46.871757925072046	0.30589515726181626
chrX	322986	323986	30.02355759632661	0.11818726292673189	125741.10527899998	354.59992284122114	0.06787375571244583	489.939	56.267343485617594	0.723763413080447
chrX	323987	324987	57.042857142857144	0.016589861751152075	1285.418384	35.8527318903316	0.0024962892996896503	266.796	7.010526315789473	0.13438256904275775
chrX	324988	325988	59.19101633393829	0.007259528130671506	1313.668911	36.244570779635396	0.0015609855263969913	275.467	1.8777292576419213	0.13157500092437713
chrX	325989	326989	58.9977241693218	0.009103322712790168	555.087136	23.560287264802184	0.0010640133433024673	278.192	1.2282157676348548	0.08469074331685376
chrX	326990	327990	59.08147745790331	0.006518196632265073	2436.9519749999995	49.36549376842087	0.001271555848518999	235.145	1.2943722943722944	0.20993639570656772
chrX	327991	328991	33.72048192771084	0.27710843373493976	1523.2537210473995	39.02888316423363	0.13767735155018393	33.79356270810211	8.317460317460318	1.1549206427671606
chrX	328992	329992	56.21642764015645	0.04563233376792699	6557.601230553761	80.9790172239313	0.013519849101039066	96.24029380902414	3.679525222551929	0.8414252909973781
chrX	329993	330413	58.2800851970181	0.010649627263045794	589.5209523809524	24.280052561330102	0.007037905914310408	231.4	2.8381742738589213	0.10492676128491833
chrX	332035	333035	59.47504621072089	0.006777572396796057	326.215975	18.061449969479195	0.0	212.055	nan	0.08517342184564945
chrX	333036	333099	59.02456140350877	0.007017543859649123	102.2448979591837	10.111621925249366	0.004471964224286206	184.57142857142858	1.0	0.05478432931636653
chrX	337229	337383	56.71582733812949	0.030575539568345324	224.06548321808057	14.968817028011284	0.019179692090727465	276.26623376623377	7.418181818181818	0.05418257897082472
chrX	339360	340360	50.8375	0.11458333333333333	2857.860178137539	53.45895788488155	0.05160500306131374	36.920344456404735	2.6777609682299546	1.4479539308742226
chrX	340361	340750	51.42202729044834	0.036062378167641324	8730.007626172179	93.43450982464765	0.003957601358019818	260.4730077120823	1.7587719298245614	0.3587109107594246
chrX	342195	343195	24.446392785571142	0.2655310621242485	13693.829516000002	117.02063713721611	0.13077596871924074	221.478	28.992992992992992	0.5283623526364519
chrX	343196	344196	22.78453518679409	0.33796698523023455	2133.606956	46.19098349245229	0.1635952967269525	122.638	20.598562628336754	0.37664495093243766
chrX	344197	344347	49.50268817204301	0.024193548387096774	188.89048888888885	13.743743627152279	0.005419164134986452	162.38666666666666	1.1379310344827587	0.08463591198262756
chrX	345802	346619	56.75714285714286	0.03428571428571429	3475.937323311695	58.95708034928201	0.009120085357901956	144.5422276621787	3.663265306122449	0.4078882780682982
chrX	348291	348426	59.15833333333333	0.008333333333333333	101.75122085048011	10.087181016046065	0.006246009493934431	266.837037037037	2.1844660194174756	0.03780277703595533
chrX	351500	351769	43.294318181818184	0.1534090909090909	176.6407871643565	13.290627794214858	0.22717830079554308	314.9516728624535	71.81716417910448	0.042198943328106
chrX	353199	354199	58.243015287295734	0.006852925672113864	1622.173079	40.27620983906008	0.001800384024906025	233.839	1.4668989547038327	0.17223906123041957
chrX	354200	355200	59.31738035264484	0.006045340050377834	569.0469110000001	23.854704169199	0.00024525866748151514	248.717	1.0	0.09591103209349984
chrX	355201	356201	59.58413571756075	0.006419073819348923	463.02279100000004	21.517964378630243	0.00012086869038773965	281.297	1.0	0.0764955345369138
chrX	356202	356958	57.58932346723044	0.006871035940803382	1530.9150849640268	39.12690998486881	0.0023796592070257482	287.3783068783069	2.438679245283019	0.13615123009767566
chrX	358864	359011	58.829157175398635	0.011389521640091117	825.6577352029248	28.734260651753765	0.004778642233719047	172.2517006802721	1.3444444444444446	0.16681554108478353
chrX	360413	360525	59.55531914893617	0.002127659574468085	30.928491709183668	5.561339021241527	0.0	277.36607142857144	nan	0.020050538238501562
chrX	363208	364208	37.580019398642094	0.09044616876818623	119847.18359999999	346.18951977204625	0.02179734721289456	476.48	22.529284164859003	0.72655624532414
chrX	364209	365209	23.7070938215103	0.2657731284733573	50113.69075899999	223.860873667106	0.16916829942913478	401.671	96.7948717948718	0.5573239633110332
chrX	365210	366210	7.122232063773251	0.5261293179805138	3829.186975	61.88042481269824	0.34151644419980737	109.005	37.227	0.5676842788193041
chrX	366211	367036	31.83114840062926	0.12952281069743052	47509.10813737373	217.9658416756482	0.04822372539472769	278.82666666666665	13.5115712545676	0.7817252355429235
chrX	368265	369249	50.45994236311239	0.029394812680115272	2046.6553101659063	45.23997469236589	0.00677449847705073	212.8678861788618	3.0450643776824036	0.21252606724507564
chrX	371739	372739	59.67601402103155	0.005007511266900351	1366.468256	36.96577141086062	0.0002225797382149886	256.088	1.0	0.1443479249744643
chrX	372740	372839	59.308571428571426	0.009523809523809525	164.65095398428727	12.831638787944714	0.00318691066793705	307.44444444444446	1.0	0.04173644708764092
chrX	375297	376297	59.5199605717102	0.003942828979793002	1392.254375	37.31292503945516	0.0008995384464303251	254.575	1.1225490196078431	0.14656947869765358
